,Unnamed: 0,image,caption
562,562,7687986782.jpg,A sweaty drummer is beating on his drums.
563,563,4039390335.jpg, Street vendors sell baked goods.
564,564,2788489062.jpg,A group of men ( all ages ) lounging at the shallow end of the pool
565,565,4603790455.jpg,"A woman with blond hair and carrying a camera is walking with a young man with short,"
566,566,256698336.jpg,A man with a hand injury is walking with a cane in a park.
567,567,3497217792.jpg,"Several people, two men with carts and riding bikes on the street."
568,568,2509824208.jpg,A brown dog is running very fast with his tongue out.
569,569,3354330935.jpg,A skier doing a trick by a snow mound while a man films it with a camera
570,570,6835586066.jpg,A man wearing a green and golden baseball cap appears to have thrown the baseball.
571,571,33256003.jpg,A woman applying lipstick.
572,572,4689253216.jpg,A woman in a white shirt is speaking to an audience made up mostly of children.
573,573,2832654970.jpg,A boy in vibrant gold and red colors is mopping the floor.
574,574,2640101451.jpg,A young girl places a small picture into a foam backing.
575,575,2222186636.jpg,A group of men stand in line in a dimly-lit restaurant bar.
576,576,3907722043.jpg,A man in black and one in red stand near each other on a tiled floor.
577,577,3548191125.jpg,A little boy wearing red jumps into the air.
578,578,2760560588.jpg,A man in a blue shirt is writing sentences on a chalkboard.
579,579,4648460722.jpg,There is a band on stage and people are waiting to hear music.
580,580,6743911073.jpg,A woman is walking along her bicycle during a race.
581,581,2932553502.jpg,Young male and female adults converse over the game they are playing.
582,582,3328397409.jpg,A man is snowboarding over a pipe.
583,583,3420338549.jpg,A group of men stand talking in front of a statute of a blue lion.
584,584,4573391235.jpg,A couple is walking past cherry blossom trees.
585,585,525538142.jpg,Two boys are playing in the sand at a playground.
586,586,95151149.jpg,A snowy mountain range.
587,587,4592260055.jpg,A woman holding the Italian flag.
588,588,6911612586.jpg,A person vigorously washing their hands in a porcelain sink.
589,589,462653883.jpg,Three men clean the outside windows of an oriental restaurant.
590,590,937559727.jpg,A blond fisherman standing in the water prepares his hook.
591,591,495116214.jpg,Two black and white dogs on the sandy beach fought over a long stick.
592,592,1029450589.jpg,A woman in black pants napping on the couch.
593,593,3436221798.jpg,A woman playing softball has caught a ball and is falling down.
594,594,4803940133.jpg,A woman wearing a ponytail and green shirt walking while looking down.
595,595,13237748.jpg,A man with a blue baseball cap on is sleeping against a rock.
596,596,3539999208.jpg,A boy in a white shirt and yellow shorts walks in a crosswalk at night.
597,597,3468635980.jpg,A man is leaning against a wall.
598,598,4847684090.jpg,"Young citizens, including one waving a sheet, hanging out."
599,599,19581538.jpg,"s hand as they walk.""]"
600,600,4720419009.jpg,Many people wearing helmets drive mopeds.
601,601,3356520287.jpg,Monopoly is played by children.
602,602,3153594764.jpg,Two old guys talking to each other.
603,603,116021030.jpg,A man operates an orange crane.
604,604,1093716555.jpg,Several hikers rest with their gear in front of a mountain.
605,605,473499987.jpg,A man wearing blue overalls is standing next to a red minivan with an open door
606,606,162839055.jpg,Several uniformed people are standing during the ceremony.
607,607,3079786914.jpg,Two girls play in a tunnel.
608,608,2830869109.jpg,A boy and a girl playing with buckets in a lawn sprinkler.
609,609,6967649046.jpg,"A boy standing beside several goats, with a group of men in the back."
610,610,2286235203.jpg,Bride with a white veil looking down.
611,611,1396703063.jpg,A man with a hat is walking.
612,612,4967237955.jpg,Workers sell Coca Cola products to customers.
613,613,2546149002.jpg,A woman making a clawing gesture with her hand is wearing a red outfit.
614,614,3576312396.jpg,A group of people in boats racing towards the shore.
615,615,944860697.jpg,"A person is all black is standing inside a truck with the words "" Del Re\"
616,616,492323406.jpg,A man with orange balding hair wears a red leather jacket with white paint on it in
617,617,2873070704.jpg,A man in a blue shirt is rock climbing.
618,618,3359530430.jpg,People are watching a snowboarder perform a trick in the air.
619,619,3106481014.jpg,A female worker wearing a white uniform is preparing a flaming dish at a banquet table under a
620,620,4934471616.jpg,A man playing music with a case open displaying music with drink and can holding down the sh
621,621,19787273.jpg,A woman wearing jeans is reaching into a large box while a man wearing jeans stands beside her
622,622,3094278545.jpg,A bride folds her arms at a beach.
623,623,2355819665.jpg,Boy wearing safety gear rides a green bike through suburban streets.
624,624,45543081.jpg,Two men are sitting in a horse drawn cart with potatoes in the back.
625,625,3654338683.jpg,A dog runs through the long grass.
626,626,5924713518.jpg,A boy in a red shirt with a flag on the sleeve looking through a telescope.
627,627,3003612178.jpg,A smiling woman with red lips wearing a white sweater and black hat is waving.
628,628,3470703538.jpg,A man in shorts and a pink shirt is walking with another man wearing blue jeans and a
629,629,8155411493.jpg,"Several people, including a man in a green shirt and a woman wearing a scarf, are"
630,630,826919541.jpg,Two boys splash in the water outside.
631,631,3662865.jpg,Two young boys wearing heavy winter clothing shovel snow near some concrete steps.
632,632,4537666932.jpg,Here is a young man sitting on the ground looking for inspiration for a new drawing that is
633,633,279233409.jpg,"Two young children are seated, one behind the other, facing the camera."
634,634,8680922.jpg,An old man stands next to a vise.
635,635,725722798.jpg,"Man breakdancing while trying to push himself off the ground, while his legs are in"
636,636,2597958208.jpg,A young boy and a girl playing.
637,637,2417745327.jpg,The brown dog is running parallel to the waves in the water.
638,638,4721088452.jpg,A man in a green hat stands in front of an ornate building facade.
639,639,4138543712.jpg,A young child in violet clothes arches her back and touches the ground with her hands so
640,640,4934809035.jpg,A man wearing a green long-sleeved shirt is running.
641,641,319938879.jpg,A person in a blue sweatshirt replaces letters in a theater marquee using a long pole.
642,642,3163068926.jpg,Man with cup looking up while riding on escalator.
643,643,5415557808.jpg,The band is performing outside.
644,644,3123351642.jpg,A snowboarder in bright green performing a jump at a competition.
645,645,3005512395.jpg,A young boy with a striped red shirt smiling at the bottom of a slide.
646,646,3755455643.jpg,A group of women wearing all white with their mid-drift showing.
647,647,4954417902.jpg,A man on a motorbike is resting.
648,648,3270273940.jpg,Two young girls are jumping off a steep step.
649,649,5247590430.jpg,A woman is singing and playing guitar.
650,650,3477369101.jpg,A black dog rolling in grass?
651,651,5701786491.jpg,A young girl wearing a polka dot dress and bunny ears is playing an arcade game.
652,652,3500342526.jpg,A black poodle plays with another dog in a dry field.
653,653,4764008740.jpg,There is an older woman sitting on the side of a dingy building.
654,654,34988312.jpg,Two men working with cranes.
655,655,6935343133.jpg,A woman in a red dress and a man in a blue dress pose together for a picture
656,656,6377636101.jpg,A man in a kayak fights rough waters.
657,657,3421131122.jpg,Spray obscures the face and torso of the paddle wielding man in the red kayak
658,658,3720930427.jpg,"Two medical professionals are helping a small, elderly lady in a wheelchair, while another lady watches"
659,659,2171891283.jpg,"Two dogs are walking on a rugged path, one with a blue rope tied to a red"
660,660,3562537872.jpg,A woman in a vacant lot pointing at something.
661,661,4105413463.jpg,People walk along a path in a village in India.
662,662,3455019076.jpg,Blond woman in black cycling outfit and bicycle helmet getting on a ten speed bike.
663,663,350630236.jpg,Men holding a fishing net on the beach.
664,664,4749166996.jpg,A gray-haired gentleman in a suit is standing in front of a podium.
665,665,6091899771.jpg,A man in a red harlequin costume leaps across the stage.
666,666,4465359505.jpg,An older man is cutting the hair of a customer in his barber shop with floral walls
667,667,476759700.jpg,"A man holds up a "" free hugs "" sign above his head."
668,668,6053012389.jpg,A hooded dancer stretches in front of the mirror.
669,669,1427391496.jpg,A little boy is smiling for the camera on a playground.
670,670,4488874349.jpg,Men in some Christian order marched in procession down a street.
671,671,242272464.jpg,A man in traditional Scottish garb plays a bagpipe.
672,672,4932279873.jpg,A man is leaning over and pulling something out of a bag.
673,673,6147735412.jpg,Important political man in grey suit talks to man in darker green suit about the woman in the
674,674,4439032965.jpg,A lady in a red jacket standing on the sidewalk handing out papers.
675,675,5392145976.jpg,"A woman wearing skates, helmet and pads jumping in the air."
676,676,178980177.jpg,3 children wearing hats playing on a horse.
677,677,5347416087.jpg,"On a stunning blue tropical ocean, a man is in his boat fixing his fishing net."
678,678,3139837262.jpg,A boy jumping on a sled.
679,679,7128906975.jpg,A soccer player in midair as he kicks the ball.
680,680,305979887.jpg,A woman next to a stroller stops for a drink of water on a bench.
681,681,2268596214.jpg,A man with a camera studies his work.
682,682,3301438465.jpg,Three ball players in uniform stretch on a striped green surface in front of a large crowd and
683,683,2679382388.jpg,
684,684,4511879942.jpg,A woman outside of the subway station giving directions.
685,685,6319547436.jpg,A man is on a surfboard surfing the waves and catching good air.
686,686,1496935683.jpg,Two scuba divers are diving underwater and meet with a friendly dolphin.
687,687,3726808901.jpg,"Two men, a woman and a child are taking a boat to the water."
688,688,3512780285.jpg,Two men in orange vests are working and looking at a clipboard.
689,689,4916206780.jpg,Many people gather on a busy street corner outside of a large building.
690,690,1925434818.jpg,Two children fall headfirst into a colorful ball pit while a third child watches.
691,691,464943168.jpg,A man balances a paper lantern on his outstretched hand.
692,692,844258711.jpg,A small child in a red shirt stands in the middle of the road.
693,693,1965278563.jpg,A brown dog in a canoe looks out over still waters.
694,694,4668422696.jpg,"Young ladies working on their computers at the same time, studying and relaxing."
695,695,8832804.jpg,A male cuts a white cake with blue roses.
696,696,4871515296.jpg,A brown-haired young man wearing a green T-shirt plays a large xylophone
697,697,4337016892.jpg,Two young boys are raking leaves on the side of a road with two older people watching
698,698,3997498249.jpg,People in coats are watching a game.
699,699,2924312981.jpg,A female wearing a grey jacket running outdoors.
700,700,3981715035.jpg,One man gave another man a tattoo.
701,701,2109280562.jpg,A man wearing a hula skirt stands on the shore with the ocean behind him with 2
702,702,4834896209.jpg,Young men and women are walking in a park.
703,703,178935935.jpg,The man in the white shirt is standing in front of the building.
704,704,4604980786.jpg,A pink and white umbrella conceals the torso and head of a girl standing near a shop
705,705,3523471597.jpg,A man and a woman are standing in front of an art gallery looking at a map.
706,706,3716277216.jpg,Women are putting their robes and headdresses on.
707,707,4900530053.jpg,A bald man with a goatee is taking a picture.
708,708,2656890977.jpg,A skinny young man running with no shirt on.
709,709,352735807.jpg,A man and a woman are looking at something far off while riding a camel along with a
710,710,2113530024.jpg,Players are scrambling around the goal as the goal goalkeeper reaches for the ball.
711,711,4857776520.jpg,A man and a woman look up at the sky while the man is smoking a cigarette.
712,712,4696079984.jpg,A man in a grey T-shirt and a woman in shorts and a black T-
713,713,4451427540.jpg,A girl is drying herself with a red-blue towel on a deck after swimming.
714,714,8194331212.jpg,A man on a wakeboard that is in the middle of a flip from a wave.
715,715,14220927.jpg,A man installs a sheet glass window.
716,716,434171515.jpg,A group of men and women gather around a table in a restaurant.
717,717,3601843201.jpg,A person wearing a red and white uniform is racing a motorcycle with the number 58 on it
718,718,2407865161.jpg,A woman is walking on concrete and carrying a shopping bag.
719,719,4632399460.jpg,A man in an orange shirt is holding an Italian ice.
720,720,4512346966.jpg,Two young lacrosse players talking to an older man.
721,721,4623000836.jpg,A group of kids walking down the street next to a wall of graffiti.
722,722,431373722.jpg,"A man sitting next to a window where a window cleaner is cleaning the outside, suspended on"
723,723,8162827459.jpg,A woman with the number 697 on her shirt is running in a marathon.
724,724,2573830838.jpg,"Young African boy, in a dark blue shirt, sadly sits next to a woman."
725,725,6788553859.jpg,Two men are playing ice hockey at a rink.
726,726,7586156760.jpg,Two ballet dancers were wearing black and red.
727,727,3111961344.jpg,An Asian man waiting at a table for his food.
728,728,4585839343.jpg,A woman blows dandelion puffs in a field.
729,729,6221289833.jpg,A boy wearing a white and green athletic uniform is about to kick a soccer ball.
730,730,1917265421.jpg,Children playing with a pig.
731,731,2909982588.jpg,Young man sitting on a grassy area eating ribs.
732,732,3178357056.jpg,A man is throwing a football in a stadium.
733,733,7645700076.jpg,Bicyclists riding past a crowd of onlookers.
734,734,1652324440.jpg,"Many people are waiting in line on a snowy hill, and some skis and snowboards"
735,735,4044232507.jpg,An older woman with three children and one of the children is crying.
736,736,5468293105.jpg,One boxer attempts to punch his defensive opponent with a fierce expression on his face.
737,737,2508837436.jpg,A crowd of people stand in the street in front of a series of white tents.
738,738,4821487527.jpg,Police motorcycle waiting at red light.
739,739,2280438093.jpg,"There are five singers on stage, three women and two men."
740,740,3238951136.jpg,A man wearing red shorts is holding onto the rocks beside the water.
741,741,4889458424.jpg,A man with a discouraged face and a green shirt stands in the street with a camera.
742,742,512026551.jpg,A dog fetches a tennis ball out of a pool of water.
743,743,3019747321.jpg,Over view of office with people and PCs all over the office.
744,744,4661255059.jpg,A man kneeling on the street in front of a graffiti-laced car and some poster
745,745,350443876.jpg,A little girl is climbing a ladder.
746,746,4171253174.jpg,A woman wearing a red coat and striped pants is leaning towards a man wearing a black hat
747,747,3028530557.jpg,A man in a sweatshirt makes a pile of leaves.
748,748,1425529973.jpg,A man perched on a row of aquariums is using a net to scoop a fish from
749,749,5227528559.jpg,Two girls are practicing yoga in a park.
750,750,6901983968.jpg,A baby with blue eyes and a dirty face is pointing at his left eye.
751,751,4300375062.jpg,A group of people sitting at a table.
752,752,358718746.jpg,A man wearing a black T-shirt gives a food order in a restaurant.
753,753,5192430558.jpg,"s culture.""]"
754,754,70036357.jpg,A young girl making a pancake breakfast.
755,755,8048055083.jpg,"A group of men wearing red jackets, black pants and blue hats appear to be walking in"
756,756,179717373.jpg,Two small children climbing the steps onto a plane.
757,757,3846534355.jpg,Children are playing on the beach.
758,758,2218843713.jpg,A girl sitting on a rock in the middle of a water body.
759,759,3874351446.jpg,A man in a blue shirt is speaking to a group of people in front of a building
760,760,6739582637.jpg,"With a bus in the foreground right on the picture, 3 bikers ride the white line"
761,761,2988439935.jpg,A man in a red uniform runs towards a soccer ball on a field.
762,762,3473534758.jpg,Two small dogs growling at each other in a dirtbed.
763,763,4860714178.jpg,A man in jeans and wearing a backpack carries a white box with handles.
764,764,3359414741.jpg,A line of fishbowls on their sides with contents in them on a table with a
765,765,3708743823.jpg,A man skiing down a hill and over a red obstacle.
766,766,2956811273.jpg,A military man shakes hands with a man in a suit as onlookers watch.
767,767,229352848.jpg,"Three men are standing on a rather large extended platform to a cherry picker, and they"
768,768,307694396.jpg,Four people select food from the buffet.
769,769,4218698350.jpg,A woman is smiling and cooking something in a frying pan.
770,770,411678041.jpg,A man in a parade rides a brown horse and works a lariat rope.
771,771,2029546318.jpg,Two young fishermen reaping the fruits of their labor.
772,772,4332049092.jpg,A man in nice clothes is trying to balance on the end of the bulldozer bucket.
773,773,6288191752.jpg,Children enjoy coloring time.
774,774,3859014834.jpg,Several people are standing in a field wearing parachutes.
775,775,561204294.jpg,Six children are playing a board game accompanied with cups and are facing the left of the camera
776,776,2924884899.jpg,The man is wearing a blue hat.
777,777,2072040759.jpg,A group of people are gathered around a tree.
778,778,1558848564.jpg,"There are three people wearing robes, two of whom are playing wind instruments."
779,779,4655655011.jpg,"A man wearing a bronze suit, wearing bronze colored glasses, is accompanied with a bronze old"
780,780,2759622561.jpg,A woman demonstrating something to kids.
781,781,4406616207.jpg,A man on an empty sidewalk near a structure with a backwards EC.
782,782,437057062.jpg,A woman is holding a piece of wood while a man is drilling it.
783,783,3186685756.jpg,A woman in a white shirt plays a black guitar.
784,784,2634573005.jpg,Young boy cooking in a grill on the back yard.
785,785,24837637.jpg,A man standing on a ladder doing repairs on an old blue and white brick building.
786,786,160387736.jpg,A man plays a shooting game at an arcade as another man and a woman watch.
787,787,6757904431.jpg,Two cheerleaders cheering on a field.
788,788,2458444461.jpg,A man is holding a little girl wearing a striped hat.
789,789,3504922522.jpg,A woman in a black shirt gives a presentation while projected slides onto a screen.
790,790,4902805416.jpg,Three women talking outside somewhere.
791,791,514990193.jpg,There is a couch sitting on grass with a girl in jeans and light brown hair on it
792,792,2255332561.jpg,A man is on the side of a mountain and hiking around huge rocks.
793,793,229352841.jpg,Two men in tee shorts work diligently preparing food for customers.
794,794,24815360.jpg,A man wearing blue jeans and red bowling shoes stands in a bowling alley lane with a green
795,795,6012829906.jpg,A boogie boarder surfs on a man made wave.
796,796,23016250.jpg,The woman in yellow is playing tennis.
797,797,427683329.jpg,An old white-haired lady wearing sunglasses is sitting behind a man in yellow.
798,798,757086242.jpg,A group of young people stand in the dark and talk to each other.
799,799,3062433945.jpg,An older man is drinking and holding a giant hammer.
800,800,4597029194.jpg,A man is playing accordion on the sidewalk.
801,801,6159485039.jpg,"Two men, one looking through binoculars, the other looking through a scope at something"
802,802,3596771113.jpg,Two men in red hats working on a billboard.
803,803,4555514125.jpg,A man pushes a blue arm chair down the sidewalk as people are walking past him.
804,804,5737434301.jpg,Many people standing around a silver car with the hood raised while a young girl in a yellow
805,805,3158327361.jpg,People running away from seagulls on the beach.
806,806,6471240937.jpg,A group of men paddle an open boat in a waterway with other boats.
807,807,5371507831.jpg,A girl looking over her shoulder lies in a flowerbed and along a street.
808,808,6059154572.jpg,A skimboarder does a trick in the water.
809,809,2516317118.jpg,The child is sticking paper letters to a wooden wall.
810,810,349877184.jpg,People standing around a city square with bikes.
811,811,4807583043.jpg,An Asian man dressed warmly by his car with a display of other cold weather items he
812,812,2211593099.jpg,A group of boys pose for a picture on a crowded street.
813,813,5415761675.jpg,"In a gym, children are playing 3 on 3 ping-pong."
814,814,542648687.jpg,Two black and white dogs look toward something in the air while running in a grassy field
815,815,1452564679.jpg,A man in an orange shirt looking at an orange object.
816,816,5989324335.jpg,A baseball player diving for the base during a game.
817,817,3335660166.jpg,Two dark-haired men in white shirts with gray stripes walk into the field of view.
818,818,3444982197.jpg,Two men sit together and one looks at the other while he makes a funny face.
819,819,3270348209.jpg,An old man painting with a blue bucket.
820,820,3285298241.jpg,A man in blue uniform about to throw a basketball.
821,821,3582920844.jpg,A man wading in a lake dips his long hair into the water and quickly throws his
822,822,2547957252.jpg,A groom stands with his bride while holding blue and white balloons.
823,823,234265703.jpg,A group of campers grill food over a burn barrel.
824,824,107368840.jpg,Two women reading a magazine.
825,825,4979383586.jpg,A lady in a pink coat walking with a small pink umbrella in her hand.
826,826,3417319108.jpg,"Two people sit on a couch, overlooking the view of a city."
827,827,5549756426.jpg,A musician playing a stage lit in red sings into a microphone.
828,828,4879766314.jpg,Groups of tourists walk across the bridge while looking at views of old buildings.
829,829,229954873.jpg,Three men working in a shop by stocking items.
830,830,1299923168.jpg,"People on a bus, riding and looking out the windows."
831,831,349394363.jpg,Three people and a dog stand in front of a river on a cold day.
832,832,3254662117.jpg,Two teenage boys walking on the street.
833,833,2797438951.jpg,A girl in a green swimsuit jumping into a lake.
834,834,3340815529.jpg,An elderly male is blowing air into an object.
835,835,2884750527.jpg,The person is wearing white from head to toe and is walking on the street.
836,836,4934809785.jpg,A boy is carrying a baton while running a relay race.
837,837,62597667.jpg,A group of people lie close together on a hardwood floor.
838,838,3175446111.jpg,A man is trying to fish for a prize in a fairground game.
839,839,4429900085.jpg,A woman in a red shirt speaking into a microphone.
840,840,1337792872.jpg,A girl walks down the road holding a teddy bear.
841,841,2760650448.jpg,A street dancer twirls on his head in front of a crowd while being filmed by
842,842,399679638.jpg,Two dogs are wrestling on the ground in the snow.
843,843,461505235.jpg,A person descends a rope from a cliff into the ocean.
844,844,2493701633.jpg,People are standing in a room with different kinds of food around.
845,845,7557754272.jpg,A cyclist rides by as an audience watches behind a banner.
846,846,4654943859.jpg,Asian people standing inside a business.
847,847,1893769156.jpg,Numerous people wait their turn to board the tram.
848,848,3636126441.jpg,A skateboarder jumps over steps in a city.
849,849,4557545329.jpg,"A man in a light brownish jacket, orange undershirt, blue jeans and a black"
850,850,3861380798.jpg,A group of people are standing around on the sidewalk.
851,851,3257182199.jpg,People line up in the ocean.
852,852,4611580339.jpg,Men in uniform dragging a canon for some kind of celebration with a pretty city in the background
853,853,3881645432.jpg,An employee uses a computer on the job.
854,854,4860765462.jpg,Two young Asian women walk in stride on a crowded street.
855,855,3493244032.jpg,A young girl in a pink shirt playing with her barbie.
856,856,5356236664.jpg,"Three young men playing musical instruments, one has a guitar and one is on drums."
857,857,428923523.jpg,Men getting ready for SXSWO live on the air.
858,858,1857399990.jpg,A young Mormon man walking with his bike downtown.
859,859,3944497603.jpg,Bus worker sleeping on building ledge.
860,860,4489812039.jpg,A person on a dirt bike in the mud.
861,861,3322520912.jpg,A woman with dark hair looks at something on display that is lit by two light bulbs.
862,862,3352871762.jpg,There is a man and woman holding up their arms and showing their heart tattoos.
863,863,4859789355.jpg,"A large black gorilla peers down at a group of young people from above, while the peer"
864,864,488518506.jpg,A man is walking through the water with a fishing net.
865,865,3004291289.jpg,A woman in an Obama T-shirt smiles.
866,866,6108282669.jpg,People gather at the local flea market to engage in some commerce.
867,867,623820662.jpg,An older man sitting outside on a chair with a piece of clothing on his lap.
868,868,6224066807.jpg,A man is kicking a soccer ball.
869,869,2763465196.jpg,One young man is looking at coffee makers in a store.
870,870,2521878609.jpg,What is the best way to stop a child from eating pasta?
871,871,7940671224.jpg,A group of four runners stand for a picture on a track.
872,872,3532587748.jpg,A young boy does a one-armed handstand on a concrete.
873,873,7890007278.jpg,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike."
874,874,286631459.jpg,A woman in sunglasses is eating in a restaurant.
875,875,2316985974.jpg,"Two guys, one is carrying a bag, and one girl are walking down the street."
876,876,4874998625.jpg,A group of Asian men and an Asian woman are relaxing in a butcher shop.
877,877,2629302765.jpg,A small girl waters a plant on the sidewalk while a woman walks by in the background.
878,878,2480000122.jpg,A rock sculptor working on a rock.
879,879,6030269328.jpg,A man wearing a light blue shirt and a woman with a black and white blouse are
880,880,4935946626.jpg,The graffiti on the wall is bland and tasteless.
881,881,1604496657.jpg,Women on the phone with graffiti murals in the background.
882,882,2702678131.jpg,A man and a woman holding each other in a body of water.
883,883,446908917.jpg,A woman walking by a minivan and camper in the woods.
884,884,156249400.jpg,One man wearing camouflage pants and green T-shirt stands with one foot on a square while
885,885,3451623753.jpg,A girl is crouched in a bucket eating a popsicle.
886,886,2225241766.jpg,A man in jeans reclines while another watches.
887,887,2308029439.jpg,A woman with a black purse and a red coat is sitting on a pillar of concrete.
888,888,3288203502.jpg,A girl is holding plastic wrap around her head.
889,889,3090923153.jpg,A man plays drums with a serious expression.
890,890,4928783075.jpg,A young boy wearing a red shirt and jeans stands in the middle of a field and throws
891,891,2813588204.jpg,Two racing dogs run in the mud.
892,892,4026365920.jpg,A man looks at his laptop as his friend blows on her beverage to cool it down.
893,893,4822103838.jpg,A crowd of people in one area.
894,894,2843198818.jpg,A tennis player wearing an orange shirt and brown shorts appears to be hitting the ball back to
895,895,3128164023.jpg,Dogs chase each other.
896,896,1308472581.jpg,A laughing girl holding a bucket splashes in the ocean.
897,897,374828031.jpg,A man climbing a rock cliff.
898,898,4331822848.jpg,"A woman is dancing in leaves, while spectator sit or stand on the grass."
899,899,3371887001.jpg,A man is riding his bike through a wooded area early in the morning.
900,900,6914075994.jpg,A man wearing a cowboy hat is sitting at a microphone and pointing at some sheet music on
901,901,4032238990.jpg,A man with a mustache wearing a black and red plaid shirt plays guitar.
902,902,730414057.jpg,A woman in a dark peace-sign T-shirt is grilling shish kab
903,903,1338282180.jpg,Two girls crossing the street are crossing the road.
904,904,4941462036.jpg,Firefighters in full gear stare at a building.
905,905,1362882269.jpg,A man with a blue hat and blue with red polka dotted bottoms running into the
906,906,1464513701.jpg,A man in shorts is washing his boat in his driveway.
907,907,4781814479.jpg,Many people walking through a city street.
908,908,2527163162.jpg,A boy wearing a Scottish kilt holding a large stick.
909,909,207344485.jpg,"Two men, one riding a bike and another holding a toy."
910,910,4729408045.jpg,Firefighter cutting a car frame.
911,911,3739530231.jpg,A man in a black shirt carrying a young child.
912,912,4565680744.jpg,Two men speak to a woman wearing a brown leather coat.
913,913,3515451715.jpg,Two children on swings with a woman pushing them.
914,914,252039335.jpg,"A man is sitting in a tiny bathtub, smiling at the camera with a candle lit"
915,915,3232252882.jpg,The man is in the field with four dogs that are running.
916,916,4848627833.jpg,A tattoo artist at work?
917,917,339822505.jpg,"s costume.""]"
918,918,75902338.jpg,Two drunk friends drink another drink with angry faces.
919,919,151021636.jpg,Three chefs in uniform are working in an assembly line to prepare pastries.
920,920,3998011916.jpg,Two women talking with each other in a subway.
921,921,3428877331.jpg,A man in a blue shirt works on a long canoe.
922,922,4951888006.jpg,A shirtless man is bathing himself next to a blue trashcan.
923,923,4477742117.jpg,A woman in a brown jacket taking a picture near two other people.
924,924,40199801.jpg,A man wearing a purple wizard outfit.
925,925,2532294586.jpg,A young girl wearing pink rides a swing and smiles.
926,926,3483392163.jpg,"Men in dark clothes and women in dark, decorative skirts are looking at books while another man"
927,927,6586955019.jpg,An older male is playing guitar on a wheelchair in a city street.
928,928,320093980.jpg,"A woman in a scarf, laughing, being licked by a dog."
929,929,8119830947.jpg,"Four gentlemen, two in shorts and two in pants are walking along the left side of the"
930,930,4335121319.jpg,A man with a yellow snow shovel stands on the sidewalk.
931,931,5408199015.jpg,A man climbing a wall of ice.
932,932,3298106624.jpg,Three boys and there father working in a yard.
933,933,4433704025.jpg,Two people are outside walking their dogs.
934,934,529198549.jpg,A group of girls in a small blue and red boat with yellow oars.
935,935,3654890762.jpg,Man sleeping in park with pink blanket.
936,936,3475621874.jpg,A man with glasses eats outdoors.
937,937,4642793939.jpg,A well built young man standing against a lamp post shirtless.
938,938,519228867.jpg,A smiling young girl wearing a swimsuit is soaking in a tub of water.
939,939,4038718263.jpg,There are two shadowy men standing along side a stream that runs through a paved courtyard in front
940,940,2937882774.jpg,A woman walking on the sidewalk while listening to headphones.
941,941,4436634122.jpg,A woman wearing all pink is standing behind a range with pancakes on it.
942,942,2724485630.jpg,"Two blond women in "" I love beer"" shirts walk outside."
943,943,2128119486.jpg,A young brown-eyed boy with red syrup on his lips is pouring syrup.
944,944,3347666612.jpg,Two Indian children have been squirted by a jet of water.
945,945,2747714500.jpg,Young girl in wading pool with onlooker in red shirt and backpack standing on the side
946,946,1290571209.jpg,A child is holding a cleanser in front of an oven.
947,947,2121436056.jpg,A child is walking through a doorway.
948,948,98208372.jpg,A group of people walk past a lake in the background.
949,949,244760289.jpg,Three people on a beach :
950,950,2559503010.jpg,A man with a red Shriner hat is looking at watermelons in front of
951,951,5730196560.jpg,A kid sliding on base while playing baseball.
952,952,2555536389.jpg,"A man in an orange work suit with safety goggles on, mixing chemicals for work."
953,953,76466808.jpg,Two men standing at the nose of a British Airways airplane in discussion.
954,954,14748953.jpg,An Asian woman is sitting on a tiny stool eating a meal.
955,955,4763797691.jpg,Three shirtless men sitting on a wall next to water.
956,956,762947607.jpg,A little boy in a blue shirt is running through a forested green area.
957,957,2608116127.jpg,A cat is standing in front of a woman and a dog on a brick road.
958,958,3501313414.jpg,What happens if a dog jumps over a fence?
959,959,7790582718.jpg,"The clay racetrack is filled with competitors, the stadium is full of fans who are"
960,960,7421349720.jpg,A soccer goalkeeper is diving to stop a shot by a player from the opposition while a ref
961,961,3755670884.jpg,A woman in a grey shirt is putting on makeup.
962,962,2420696992.jpg,A little boy with an orange shirt is riding his blue and white toy car.
963,963,3162289423.jpg,A female snowboarder relaxing as the day comes to an end.
964,964,4455999741.jpg,A man wearing an orange coat.
965,965,4656715193.jpg,A motorcycle driver in a pink and white suit is stretching in an awkward position.
966,966,455777014.jpg,Two men talking next to a building.
967,967,7610925230.jpg,Three cheerleaders are rooting for their team.
968,968,444409928.jpg,A young girl stepping in a puddle on a street.
969,969,3246613257.jpg,A little girl with a brown jacket and purple pants is rolling a ball of snow.
970,970,147966138.jpg,An older couple is walking past a jewelry store on a sunny day.
971,971,3212205166.jpg,The young adults are standing outside their school.
972,972,2745588751.jpg,A man in a light-colored jacket is sitting at the waterfront.
973,973,2696636252.jpg,A person wearing rollerblades slides along a hand rail.
974,974,3498157589.jpg,A hispanic fruit market with many different fruits and vegetables in view on a city street with
975,975,1580920460.jpg,A girl is making soap bubbles in a busy mall.
976,976,4950889937.jpg,A woman in a gray kimono walks past a black car in the middle of a
977,977,3580949553.jpg,A girl is lying on a short brick wall.
978,978,4095232321.jpg,A man in a yellow costume stands facing a woman in a white hat.
979,979,5166720997.jpg,A man is strapping on a helmet.
